,type,weight,dataset,source,target,key,srcid,tgtid,etid
2033,family_relationship,0.939994,MC1,49,âCompliance,0,U0323,U3228,1
2034,membership,0.95016116,MC1,49,SIMPComplianceGuide,0,U0323,U1715,2
2035,membership,0.8319884,MC1,49,62343,0,U0323,U1881,2
2036,membership,0.8528334,MC1,49,64124835,0,U0323,U1114,2
2037,partnership,0.81288224,MC1,49,Hannah Walter,0,U0323,U3086,4
2038,family_relationship,0.8075655,MC1,49,3190258,0,U0323,U3099,1
2039,family_relationship,0.8177763,MC1,49,b8567859-bf54-49fd-8332-5775e19c65af,0,U0323,U3084,1
2040,family_relationship,0.88690263,MC1,49,979893388,0,U0323,U0901,1
2041,ownership,0.8362384,MC1,49,Ocean Fisheries Llc,0,U0323,U3126,3
2042,membership,0.9296111,MC1,49,png xi  Line,0,U0323,U0253,2
2043,membership,0.8686534,MC1,12845006,9488645,0,U0324,U0325,2
2044,ownership,0.8669748,MC1,9488645,Mark Weiss,0,U0325,U0333,3
2045,ownership,0.8978096,MC1,9488645,Carlos White,0,U0325,U0854,3
2046,partnership,0.9036177,MC1,9488645,34153143,0,U0325,U1527,4
2047,ownership,0.8638789,MC1,9488645,Calvin Salas,0,U0325,U0984,3
2048,membership,0.8592093,MC1,9488645,âTheoretically,0,U0325,U1528,2
2049,membership,0.867107,MC1,9488645,Jonathan Torres,0,U0325,U1529,2
2050,partnership,0.9224307,MC1,9488645,Gary Dunn,0,U0325,U1530,4
2051,ownership,0.8677586,MC1,9488645,Morgan Black,0,U0325,U0843,3
2052,ownership,0.88444406,MC1,9488645,Brittany Frey,0,U0325,U1532,3
2053,membership,0.8213074,MC1,9488645,75471,0,U0325,U1512,2
2054,ownership,0.8184168,MC1,9488645,49,0,U0325,U0323,3
2055,membership,0.81954056,MC1,9488645,64124835,0,U0325,U1114,2
2056,membership,0.871088,MC1,9488645,sectors sectors 2033,0,U0325,U3080,2
2057,membership,0.8791151,MC1,Lauren Moore,7298083,0,U0326,U0124,2
2058,membership,0.8721187,MC1,Lauren Moore,âlocalâ,0,U0326,U0327,2
2059,membership,0.8798696,MC1,Lauren Moore,Ex-Lax,0,U0326,U3166,2
2060,membership,0.87423563,MC1,âlocalâ,Ex-Lax,0,U0327,U3166,2
2061,membership,0.8342798,MC1,Leominster Provincetownâ,7298083,0,U0328,U0124,2
2062,membership,0.83935314,MC1,Leominster Provincetownâ,âlocalâ,0,U0328,U0327,2
2063,membership,0.8436681,MC1,Leominster Provincetownâ,Ex-Lax,0,U0328,U3166,2
2064,membership,0.8243859,MC1,371bf15a-3000-499a-88e4-cc096b028ec7,Spanish Shrimp  Carriers,0,U0329,U0000,2
2065,membership,0.86956036,MC1,913428,Spanish Shrimp  Carriers,0,U0330,U0000,2
2066,partnership,0.898044,MC1,913428,Marcus English,0,U0330,U1393,4
2067,membership,0.94897234,MC1,d7f220de-bba2-4965-9c15-3dd38ef5c3c7,fisheriesâ,0,U0331,U0332,2
2068,membership,0.815713,MC1,d7f220de-bba2-4965-9c15-3dd38ef5c3c7,49,0,U0331,U0323,2
2069,partnership,0.85245764,MC1,d7f220de-bba2-4965-9c15-3dd38ef5c3c7,Uttar Pradesh Sp,0,U0331,U3141,4
2070,membership,0.82621896,MC1,fisheriesâ,49,0,U0332,U0323,2
2071,ownership,0.85398453,MC1,fisheriesâ,Uttar Pradesh Sp,0,U0332,U3141,3
2072,ownership,0.9355626,MC1,fisheriesâ,d7f220de-bba2-4965-9c15-3dd38ef5c3c7,0,U0332,U0331,3
2073,family_relationship,0.83362234,MC1,Mark Weiss,Calvin Salas,0,U0333,U0984,1
2074,partnership,0.8019021,MC1,Mark Weiss,79521144,0,U0333,U2642,4
2075,ownership,0.886418,MC1,53073557,Mark Weiss,0,U0334,U0333,3
2076,membership,0.8161942,MC1,53073557,23777,0,U0334,U0243,2
2077,membership,0.8964451,MC1,53073557,3129,0,U0334,U2357,2
2078,membership,0.92696327,MC1,53073557,6780,0,U0334,U1233,2
2079,family_relationship,0.8021364,MC1,Jason Davis,9488645,0,U0335,U0325,1
2080,membership,0.90346193,MC1,34,Erin Bowen,0,U0336,U0337,2
2081,family_relationship,0.82453996,MC1,34,621770,0,U0336,U0891,1
2082,membership,0.847177,MC1,34,Dana Goodwin,0,U0336,U0473,2
2083,ownership,0.8349277,MC1,34,979893388,0,U0336,U0901,3
2084,membership,0.81415534,MC1,34,381051499,0,U0336,U2215,2
2085,ownership,0.812937,MC1,34,b605391a-2c84-4d59-98f0-d12fd185ec64,0,U0336,U2872,3
2086,membership,0.88948804,MC1,34,8541598,0,U0336,U2260,2
2087,ownership,0.9273357,MC1,34,Seabreeze Foods Ltd. Corporation United,0,U0336,U3193,3
2088,membership,0.9113339,MC1,34,Sonia Fisheries Pvt,0,U0336,U3137,2
2089,membership,0.83533347,MC1,Albert Thomas,31408,0,U0338,U0339,2
2090,membership,0.89995146,MC1,Albert Thomas,12,0,U0338,U0178,2
2091,family_relationship,0.83776754,MC1,Albert Thomas,Danielle Valdez,0,U0338,U1285,1
2092,membership,0.8711413,MC1,31408,12,0,U0339,U0178,2
2093,family_relationship,0.9331588,MC1,Kyle Stanton,Laura Smith,0,U0341,U3074,1
2094,membership,0.80031896,MC1,Kyle Stanton,Mar del Oeste Pic,0,U0341,U0377,2
2095,membership,0.8555544,MC1,ae16dd9b-0271-4699-91bc-0ce6b69357c6,dbb07e32-a8f4-47d0-ae61-c2e9774e9284,0,U0342,U1688,2
2096,membership,0.81590605,MC1,ae16dd9b-0271-4699-91bc-0ce6b69357c6,95c715ba-891e-4472-8e2a-4e746dcc266a,0,U0342,U1339,2
2097,membership,0.84470344,MC1,ae16dd9b-0271-4699-91bc-0ce6b69357c6,Reunion,0,U0342,U3151,2
2098,ownership,0.85966414,MC1,ae16dd9b-0271-4699-91bc-0ce6b69357c6,67a59fab-710a-4992-b6d0-d581fd9dceba,0,U0342,U0924,3
2099,membership,0.81992143,MC1,ae16dd9b-0271-4699-91bc-0ce6b69357c6,png xi  Line,0,U0342,U0253,2
2100,membership,0.8340447,MC1,e31b2b9c-3197-4c2c-ac40-3c6711a4682b,Michael Porter,0,U0344,U0982,2
2101,membership,0.9318348,MC1,e31b2b9c-3197-4c2c-ac40-3c6711a4682b,341411,0,U0344,U0008,2
2102,ownership,0.8334031,MC1,5a52675e-1243-4244-ad55-85a06c4408de,22a2062d-03d8-48c3-9e91-9e5930b8d29f,0,U0345,U0559,3
2103,ownership,0.8797568,MC1,5a52675e-1243-4244-ad55-85a06c4408de,Joseph Gonzales,0,U0345,U0562,3
2104,ownership,0.80939114,MC1,5a52675e-1243-4244-ad55-85a06c4408de,Cindy Ritter,0,U0345,U0563,3
2105,ownership,0.84097266,MC1,5a52675e-1243-4244-ad55-85a06c4408de,128692,0,U0345,U0019,3
2106,ownership,0.86699265,MC1,5a52675e-1243-4244-ad55-85a06c4408de,5441,0,U0345,U0564,3
2107,ownership,0.8216632,MC1,5a52675e-1243-4244-ad55-85a06c4408de,199442,0,U0345,U0565,3
2108,membership,0.8362899,MC1,5a52675e-1243-4244-ad55-85a06c4408de,940161722,0,U0345,U2686,2
2109,family_relationship,0.8040054,MC1,5a52675e-1243-4244-ad55-85a06c4408de,148766,0,U0345,U2687,1
2110,family_relationship,0.84783864,MC1,5a52675e-1243-4244-ad55-85a06c4408de,567857349,0,U0345,U2688,1
2111,family_relationship,0.8299798,MC1,5a52675e-1243-4244-ad55-85a06c4408de,89772543,0,U0345,U0172,1
2112,membership,0.897144,MC1,5a52675e-1243-4244-ad55-85a06c4408de,png xi  Line,0,U0345,U0253,2
2113,membership,0.8290397,MC1,Stephanie Hinton,Faroe Islands Shrimp Shark,0,U0346,U0007,2
2114,membership,0.8064336,MC1,Stephanie Hinton,979893388,0,U0346,U0901,2
2115,family_relationship,0.8640188,MC1,70873,Estrella de Mar Ltd. Liability Co,0,U0348,U0349,1
2116,family_relationship,0.9187943,MC1,70873,Ship2Report,0,U0348,U0350,1
2117,family_relationship,0.87069106,MC1,Estrella de Mar Ltd. Liability Co,14bda3bb-9993-4265-97cc-1747808c144e,0,U0349,U0130,1
2118,family_relationship,0.94695634,MC1,Estrella de Mar Ltd. Liability Co,Ship2Report,0,U0349,U0350,1
2119,family_relationship,0.8408328,MC1,90562,Estrella de Mar Ltd. Liability Co,0,U0351,U0349,1
2120,family_relationship,0.902265,MC1,90562,Ship2Report,0,U0351,U0350,1
2121,partnership,0.9170426,MC1,90562,387674,0,U0351,U0814,4
2122,ownership,0.853189,MC1,90562,27078926,0,U0351,U0940,3
2123,membership,0.8235451,MC1,90562,Faroe Islands Shrimp Shark,0,U0351,U0007,2
2124,membership,0.8779259,MC1,90562,Ancla Azul Company Solutions,0,U0351,U3116,2
2125,membership,0.81771046,MC1,90562,Mar del Oeste Pic,0,U0351,U0377,2
2126,family_relationship,0.9018808,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,Estrella de Mar Ltd. Liability Co,0,U0352,U0349,1
2127,family_relationship,0.8536794,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,14bda3bb-9993-4265-97cc-1747808c144e,0,U0352,U0130,1
2128,family_relationship,0.93957037,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,Ship2Report,0,U0352,U0350,1
2129,partnership,0.9339756,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,Alan Pacheco,0,U0352,U0644,4
2130,membership,0.81359833,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,8153f5cb-e1f7-49bb-91bb-24b3a296a40a,0,U0352,U0347,2
2131,ownership,0.93138134,MC1,47562016,665,0,U0354,U0171,3
2132,ownership,0.8409182,MC1,47562016,589,0,U0354,U0034,3
2133,ownership,0.9294618,MC1,47562016,Ht Shipping,0,U0354,U3152,3
2134,ownership,0.96270365,MC1,47562016,Selena Building,0,U0354,U3153,3
2135,ownership,0.94379646,MC1,47562016,87940,0,U0354,U0355,3
2136,partnership,0.8584748,MC1,47562016,Platts Oilgram,0,U0354,U3175,4
2137,partnership,0.8367175,MC1,47562016,Sergio Ross,0,U0354,U2677,4
2138,partnership,0.8592001,MC1,47562016,Daniel Middleton,0,U0354,U1639,4
2139,partnership,0.8620751,MC1,47562016,Plattsâ,0,U0354,U2678,4
2140,partnership,0.86265534,MC1,47562016,Patricia Hunter,0,U0354,U2679,4
2141,partnership,0.9186074,MC1,47562016,Kerala Market Corp Consulting,0,U0354,U3176,4
2142,ownership,0.8175155,MC1,5639000,Faroe Islands Shrimp Shark,0,U0356,U0007,3
2143,family_relationship,0.87103105,MC1,5639000,Tamil Nadu S.p.A.,0,U0356,U3128,1
2144,family_relationship,0.8122686,MC1,5639000,Playa de la Luna Ltd. Corporation,0,U0356,U0362,1
2145,membership,0.9240216,MC1,5639000,James Hall,0,U0356,U1292,2
2146,membership,0.9249264,MC1,5639000,Martin Bryant,0,U0356,U1479,2
2147,ownership,0.81850123,MC1,5639000,Holly Taylor,0,U0356,U0808,3
2148,family_relationship,0.804664,MC1,5372,April,0,U0357,U0295,1
2149,membership,0.8670544,MC1,951093,Robert Edwards,0,U0358,U1963,2
2150,ownership,0.90820557,MC1,951093,dbb07e32-a8f4-47d0-ae61-c2e9774e9284,0,U0358,U1688,3
2151,family_relationship,0.9136897,MC1,86590543,Jonathan Smith,0,U0359,U0360,1
2152,ownership,0.8766149,MC1,86590543,217fe70e-cc2d-4899-9127-e0a7da182699,0,U0359,U0361,3
2153,membership,0.8240501,MC1,86590543,Amy Wilson,0,U0359,U0371,2
2154,partnership,0.8735238,MC1,86590543,Angela Wright,0,U0359,U1461,4
2155,ownership,0.83774465,MC1,86590543,43454,0,U0359,U2698,3
2156,ownership,0.9001622,MC1,Jonathan Smith,217fe70e-cc2d-4899-9127-e0a7da182699,0,U0360,U0361,3
2157,family_relationship,0.86499953,MC1,304,Tamil Nadu S.p.A.,0,U0363,U3128,1
2158,partnership,0.80118775,MC1,304,Playa de la Luna Ltd. Corporation,0,U0363,U0362,4
2159,membership,0.8253934,MC1,304,Costa del Mar Oyj Hijiki,0,U0363,U0543,2
2160,family_relationship,0.86465615,MC1,672,Tamil Nadu S.p.A.,0,U0364,U3128,1
2161,partnership,0.8182347,MC1,672,Playa de la Luna Ltd. Corporation,0,U0364,U0362,4
2162,partnership,0.8923417,MC1,672,Jennifer Frederick,0,U0364,U1076,4
2163,ownership,0.879126,MC1,672,900,0,U0364,U1407,3
2164,membership,0.8447026,MC1,672,449820,0,U0364,U1600,2
2165,membership,0.89985496,MC1,672,93252,0,U0364,U1979,2
2166,membership,0.87399596,MC1,672,Sudd Swamp  Wave AS Freight ,0,U0364,U2661,2
2167,membership,0.88771486,MC1,672,7023,0,U0364,U0575,2
2168,membership,0.8420964,MC1,672,XUAR,0,U0364,U3185,2
2169,ownership,0.7735,MC1,672,Okavango Delta Seaside Limited Liability Company Logistics,0,U0364,U3235,3
2170,membership,0.8599659,MC1,672,979893388,0,U0364,U0901,2
2171,family_relationship,0.8109889,MC1,02cd44a1-7945-40d9-b38f-56f70976582c,7950,0,U0365,U0366,1
2172,membership,0.8074483,MC1,7950,44,0,U0366,U0367,2
2173,ownership,0.8558362,MC1,7950,111795162,0,U0366,U0885,3
2174,partnership,0.8727405,MC1,41,5495,0,U0368,U0382,4
2175,membership,0.8486249,MC1,41,802113,0,U0368,U0642,2
2176,membership,0.89809936,MC1,41,Heather Porter,0,U0368,U2051,2
2177,membership,0.8736686,MC1,41,SeaSpray Wave SRL Solutions,0,U0368,U3125,2
2178,ownership,0.9436754,MC1,1076f239-831c-4c53-9134-484c8f2d5c73,2125,0,U0370,U0369,3
2179,membership,0.894506,MC1,1076f239-831c-4c53-9134-484c8f2d5c73,expect year,0,U0370,U1179,2
2180,family_relationship,0.81404024,MC1,1076f239-831c-4c53-9134-484c8f2d5c73,Christopher Cunningham,0,U0370,U3049,1
2181,family_relationship,0.87221825,MC1,1076f239-831c-4c53-9134-484c8f2d5c73,Faroe Islands Shrimp Shark,0,U0370,U0007,1
2182,family_relationship,0.85471386,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,Amy Wilson,0,U0372,U0371,1
2183,partnership,0.8024675,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,7691,0,U0372,U0403,4
2184,membership,0.94444823,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,Keith Webb,0,U0372,U1168,2
2185,membership,0.9519284,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,âaccelerate,0,U0372,U1829,2
2186,membership,0.84447765,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,327979,0,U0372,U1830,2
2187,membership,0.90575886,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,414,0,U0372,U1831,2
2188,membership,0.9585894,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,28422,0,U0372,U1832,2
2189,membership,0.90033215,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,43185,0,U0372,U0669,2
2190,membership,0.940708,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,687028,0,U0372,U3071,2
2191,membership,0.8461252,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,Ocean Fisheries Llc,0,U0372,U3126,2
2192,family_relationship,0.8405804,MC1,59,Amy Wilson,0,U0373,U0371,1
2193,partnership,0.9838309,MC1,59,143129355,0,U0373,U0002,4
2194,ownership,0.0683,MC1,59,American,0,U0373,U3164,3
2195,ownership,0.3388,MC1,59,Kerala Market Corp Consulting,0,U0373,U3176,3
2196,ownership,0.0331,MC1,59,Ocean Trawlers,0,U0373,U3237,3
2197,membership,0.81800723,MC1,46510923,pilot,0,U0374,U0375,2
2198,membership,0.8554577,MC1,46510923,9699687,0,U0374,U0376,2
2199,ownership,0.8987325,MC1,46510923,9820523,0,U0374,U2957,3
2200,ownership,0.84700954,MC1,46510923,6391,0,U0374,U1057,3
2201,family_relationship,0.84569854,MC1,46510923,Bryce Chavez,0,U0374,U2958,1
2202,membership,0.88943136,MC1,46510923,7680453,0,U0374,U2992,2
2203,membership,0.8879204,MC1,46510923,3127062,0,U0374,U3022,2
2204,family_relationship,0.8544031,MC1,46510923,3190258,0,U0374,U3099,1
2205,membership,0.82254434,MC1,pilot,9699687,0,U0375,U0376,2
2206,ownership,0.94721556,MC1,Mar del Oeste Pic,31,0,U0377,U0378,3
2207,ownership,0.90471464,MC1,Mar del Oeste Pic,4526320,0,U0377,U0379,3
2208,partnership,0.88346577,MC1,Mar del Oeste Pic,69150209,0,U0377,U0105,4
2209,partnership,0.9058603,MC1,Mar del Oeste Pic,95,0,U0377,U0080,4
2210,ownership,0.8733912,MC1,Mar del Oeste Pic,âNoticesââ,0,U0377,U0087,3
2211,partnership,0.86134624,MC1,Mar del Oeste Pic,255â273,0,U0377,U0103,4
2212,family_relationship,0.8751236,MC1,Mar del Oeste Pic,165e0fe7-6725-4f4c-abc1-3ef485a939b0,0,U0377,U3108,1
2213,family_relationship,0.87397677,MC1,Mar del Oeste Pic,165e0fe7-6725-4f4c-abc1-3ef485a939b0,1,U0377,U3108,1
2214,ownership,0.80723625,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,0,U0377,U3126,3
2215,partnership,0.8295747,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,1,U0377,U3126,4
2216,family_relationship,0.8226809,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,2,U0377,U3126,1
2217,ownership,0.9316536,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,3,U0377,U3126,3
2218,ownership,0.81492865,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,4,U0377,U3126,3
2219,membership,0.89940596,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,5,U0377,U3126,2
2220,ownership,0.8783739,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,6,U0377,U3126,3
2221,family_relationship,0.84383374,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,7,U0377,U3126,1
2222,membership,0.80004823,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,8,U0377,U3126,2
2223,ownership,0.85324246,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,9,U0377,U3126,3
2224,ownership,0.86476946,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,10,U0377,U3126,3
2225,family_relationship,0.8120923,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,11,U0377,U3126,1
2226,ownership,0.90938544,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,12,U0377,U3126,3
2227,family_relationship,0.8029226,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,13,U0377,U3126,1
2228,family_relationship,0.8931508,MC1,Mar del Oeste Pic,551,0,U0377,U0144,1
2229,family_relationship,0.85829824,MC1,Mar del Oeste Pic,97453782,0,U0377,U0149,1
2230,family_relationship,0.81756526,MC1,Mar del Oeste Pic,9a651d73-d88f-4f9c-9497-7321ef575c6f,0,U0377,U0213,1
2231,partnership,0.82036656,MC1,Mar del Oeste Pic,760079,0,U0377,U0231,4
2232,family_relationship,0.93658364,MC1,Mar del Oeste Pic,2198,0,U0377,U0304,1
2233,ownership,0.8340528,MC1,Mar del Oeste Pic,Mark Weiss,0,U0377,U0333,3
2234,membership,0.9489468,MC1,Mar del Oeste Pic,9488645,0,U0377,U0325,2
2235,family_relationship,0.8641015,MC1,Mar del Oeste Pic,ce0d446c-d08d-49a8-8aa2-e625ead63d0c,0,U0377,U0602,1
2236,ownership,0.89394957,MC1,Mar del Oeste Pic,Gary Scott,0,U0377,U0673,3
2237,family_relationship,0.85616386,MC1,Mar del Oeste Pic,Fishing International,0,U0377,U3157,1
2238,membership,0.9343155,MC1,Mar del Oeste Pic,ad8fe467-3759-4f53-bf6a-896a237d187f,0,U0377,U0824,2
2239,membership,0.88231814,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,0,U0377,U3125,2
2240,partnership,0.896761,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,1,U0377,U3125,4
2241,ownership,0.82039213,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,2,U0377,U3125,3
2242,membership,0.80510503,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,3,U0377,U3125,2
2243,membership,0.85155565,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,4,U0377,U3125,2
2244,ownership,0.8730867,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,5,U0377,U3125,3
2245,partnership,0.85065174,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,6,U0377,U3125,4
2246,family_relationship,0.804586,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,7,U0377,U3125,1
2247,membership,0.9370046,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,8,U0377,U3125,2
2248,ownership,0.91564244,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,9,U0377,U3125,3
2249,partnership,0.8226771,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,10,U0377,U3125,4
2250,partnership,0.8040129,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,11,U0377,U3125,4
2251,ownership,0.8373503,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,12,U0377,U3125,3
2252,ownership,0.87497324,MC1,Mar del Oeste Pic,âcollaborativeâ,0,U0377,U0835,3
2253,family_relationship,0.8000499,MC1,Mar del Oeste Pic,903311212,0,U0377,U1481,1
2254,partnership,0.82323724,MC1,Mar del Oeste Pic,903311212,1,U0377,U1481,4
2255,membership,0.8290507,MC1,Mar del Oeste Pic,903311212,2,U0377,U1481,2
2256,family_relationship,0.8365035,MC1,Mar del Oeste Pic,903311212,3,U0377,U1481,1
2257,membership,0.85893416,MC1,Mar del Oeste Pic,903311212,4,U0377,U1481,2
2258,partnership,0.867724,MC1,Mar del Oeste Pic,903311212,5,U0377,U1481,4
2259,partnership,0.8262119,MC1,Mar del Oeste Pic,903311212,6,U0377,U1481,4
2260,ownership,0.9063428,MC1,Mar del Oeste Pic,903311212,7,U0377,U1481,3
2261,ownership,0.804939,MC1,Mar del Oeste Pic,903311212,8,U0377,U1481,3
2262,membership,0.93666303,MC1,Mar del Oeste Pic,903311212,9,U0377,U1481,2
2263,ownership,0.9418166,MC1,Mar del Oeste Pic,903311212,10,U0377,U1481,3
2264,ownership,0.846682,MC1,Mar del Oeste Pic,903311212,11,U0377,U1481,3
2265,membership,0.80350846,MC1,Mar del Oeste Pic,903311212,12,U0377,U1481,2
2266,partnership,0.8042166,MC1,Mar del Oeste Pic,903311212,13,U0377,U1481,4
2267,membership,0.8150661,MC1,Mar del Oeste Pic,7cc6bfba-4893-444b-a641-a7d0b48fa427,0,U0377,U0889,2
2268,ownership,0.8475681,MC1,Mar del Oeste Pic,489,0,U0377,U0923,3
2269,membership,0.8051615,MC1,Mar del Oeste Pic,Ray Howard,0,U0377,U3093,2
2270,ownership,0.9170752,MC1,Mar del Oeste Pic,7691,0,U0377,U0403,3
2271,family_relationship,0.893075,MC1,Mar del Oeste Pic,833355,0,U0377,U0939,1
2272,family_relationship,0.82327753,MC1,Mar del Oeste Pic,77b46bc7-7e31-41a0-973c-e633011d21b0,0,U0377,U0060,1
2273,partnership,0.8803468,MC1,Mar del Oeste Pic,Amanda Mckenzie,0,U0377,U0131,4
2274,membership,0.82409436,MC1,Mar del Oeste Pic,Amanda Mckenzie,1,U0377,U0131,2
2275,ownership,0.82760316,MC1,Mar del Oeste Pic,Amanda Mckenzie,2,U0377,U0131,3
2276,partnership,0.81891245,MC1,Mar del Oeste Pic,Amanda Mckenzie,3,U0377,U0131,4
2277,membership,0.803374,MC1,Mar del Oeste Pic,Amanda Mckenzie,4,U0377,U0131,2
2278,partnership,0.8145343,MC1,Mar del Oeste Pic,591787,0,U0377,U0761,4
2279,partnership,0.8334051,MC1,Mar del Oeste Pic,png xi  Line,0,U0377,U0253,4
2280,ownership,0.82749975,MC1,Mar del Oeste Pic,png xi  Line,1,U0377,U0253,3
2281,ownership,0.80770695,MC1,Mar del Oeste Pic,png xi  Line,2,U0377,U0253,3
2282,membership,0.83555627,MC1,Mar del Oeste Pic,png xi  Line,3,U0377,U0253,2
2283,membership,0.89853716,MC1,Mar del Oeste Pic,png xi  Line,4,U0377,U0253,2
2284,membership,0.86264116,MC1,Mar del Oeste Pic,png xi  Line,5,U0377,U0253,2
2285,membership,0.84665227,MC1,Mar del Oeste Pic,png xi  Line,6,U0377,U0253,2
2286,membership,0.8448461,MC1,Mar del Oeste Pic,png xi  Line,7,U0377,U0253,2
2287,membership,0.82728875,MC1,Mar del Oeste Pic,png xi  Line,8,U0377,U0253,2
2288,partnership,0.8475789,MC1,Mar del Oeste Pic,png xi  Line,9,U0377,U0253,4
2289,family_relationship,0.82532555,MC1,Mar del Oeste Pic,Tammy Ryan,0,U0377,U0902,1
2290,family_relationship,0.8230243,MC1,Mar del Oeste Pic,abc12,0,U0377,U1109,1
2291,family_relationship,0.8891269,MC1,Mar del Oeste Pic,Linda Sherman,0,U0377,U0841,1
2292,membership,0.91259015,MC1,Mar del Oeste Pic,Victoria Anderson,0,U0377,U0199,2
2293,family_relationship,0.8398655,MC1,Mar del Oeste Pic,Playa del Cielo Kga,0,U0377,U0271,1
2294,ownership,0.9199958,MC1,Mar del Oeste Pic,1214936,0,U0377,U1161,3
2295,membership,0.88242775,MC1,Mar del Oeste Pic,Elijah Gordon,0,U0377,U1171,2
2296,ownership,0.90220946,MC1,Mar del Oeste Pic,262157542,0,U0377,U0484,3
2297,partnership,0.8147725,MC1,Mar del Oeste Pic,Brandy Williams,0,U0377,U1183,4
2298,ownership,0.818439,MC1,Mar del Oeste Pic,Douglas Gillespie,0,U0377,U1241,3
2299,membership,0.9320283,MC1,Mar del Oeste Pic,Danielle Camacho,0,U0377,U1032,2
2300,membership,0.8733336,MC1,Mar del Oeste Pic,Sierra Smith,0,U0377,U0863,2
2301,partnership,0.93762106,MC1,Mar del Oeste Pic,Carl Lopez,0,U0377,U1279,4
2302,membership,0.8400831,MC1,Mar del Oeste Pic,23,0,U0377,U0250,2
2303,family_relationship,0.8115634,MC1,Mar del Oeste Pic,5680682,0,U0377,U1391,1
2304,membership,0.81208825,MC1,Mar del Oeste Pic,Seafood,0,U0377,U3183,2
2305,membership,0.87985337,MC1,Mar del Oeste Pic,boatâs,0,U0377,U1441,2
2306,ownership,0.8520155,MC1,Mar del Oeste Pic,41695239,0,U0377,U0922,3
2307,family_relationship,0.8103437,MC1,Mar del Oeste Pic,Jeremy Norris,0,U0377,U0472,1
2308,membership,0.8337101,MC1,Mar del Oeste Pic,Bruce Spears,0,U0377,U1484,2
2309,membership,0.9389966,MC1,Mar del Oeste Pic,Joshua Hammond,0,U0377,U1493,2
2310,membership,0.8181603,MC1,Mar del Oeste Pic,Amanda Gibson,0,U0377,U0852,2
2311,family_relationship,0.89050585,MC1,Mar del Oeste Pic,watercraft,0,U0377,U1552,1
2312,partnership,0.9175568,MC1,Mar del Oeste Pic,ordinary,0,U0377,U1558,4
2313,membership,0.90953946,MC1,Mar del Oeste Pic,ordinary,1,U0377,U1558,2
2314,membership,0.9186212,MC1,Mar del Oeste Pic,Rapido beam,0,U0377,U1555,2
2315,membership,0.8190278,MC1,Mar del Oeste Pic,e916e286-85e5-4a43-b2ef-89ad5260ebdc,0,U0377,U3079,2
2316,membership,0.8563945,MC1,Mar del Oeste Pic,Madeline Collins,0,U0377,U1602,2
2317,membership,0.8384025,MC1,Mar del Oeste Pic,76609426,0,U0377,U1603,2
2318,partnership,0.95465523,MC1,Mar del Oeste Pic,55394387,0,U0377,U1651,4
